customer_id,age,gender,region,senior_citizen,partner,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,avg_monthly_calls,data_usage_gb,support_tickets,streaming_tv,tech_support,online_backup,churn
CUST530149,71,Female,North,1,0,22,One Year,Bank Transfer,Fiber Optic,100.51,2216.93,42,3.78,3,0,0,1,0
CUST126880,38,Male,South,0,1,27,Month-to-Month,Bank Transfer,DSL,20.0,538.67,52,6.2,0,0,1,0,0
CUST715183,28,Male,West,0,0,25,One Year,Bank Transfer,Fiber Optic,35.12,886.37,37,1.34,3,1,1,1,0
CUST772267,54,Female,West,0,0,3,Two Year,Mailed Check,Fiber Optic,49.32,88.86,57,9.73,1,0,1,0,0
CUST012684,53,Male,North,0,0,25,Month-to-Month,Credit Card,DSL,100.16,2491.46,51,28.51,0,1,1,1,1
CUST259660,52,Female,West,0,1,5,One Year,Bank Transfer,DSL,96.44,517.92,53,4.39,1,1,0,1,0
CUST688678,36,Female,East,0,0,32,Two Year,Bank Transfer,DSL,90.11,2883.52,45,50.12,1,1,1,0,0
CUST748182,37,Male,North,0,0,16,Month-to-Month,Credit Card,DSL,93.39,1468.37,49,3.44,1,1,1,1,0
CUST331515,74,Female,North,1,1,56,One Year,Electronic Check,Fiber Optic,107.82,6000.93,48,7.67,1,0,1,0,0
CUST350762,35,Female,North,0,0,45,One Year,Bank Transfer,Fiber Optic,78.99,3568.3,50,5.04,2,0,1,1,0
CUST402250,64,Female,South,1,1,38,Month-to-Month,Mailed Check,Fiber Optic,92.23,3546.71,37,4.42,1,0,1,0,0
CUST880960,58,Female,West,0,1,36,One Year,Mailed Check,Fiber Optic,75.8,2780.11,45,5.7,0,0,0,1,0
CUST735163,66,Male,South,1,1,24,One Year,Bank Transfer,None,91.41,2165.94,35,0.4,1,1,0,0,1
CUST039319,31,Female,East,0,1,1,Month-to-Month,Mailed Check,Fiber Optic,52.88,134.13,43,9.11,1,1,1,0,1
CUST960710,32,Male,West,0,1,31,Month-to-Month,Credit Card,Fiber Optic,43.32,1348.51,40,16.23,1,1,1,0,0
CUST343802,48,Female,South,0,0,18,Two Year,Electronic Check,DSL,48.52,791.35,48,23.92,1,0,0,1,0
CUST150641,18,Female,North,0,0,19,One Year,Electronic Check,DSL,58.11,1110.12,42,4.71,2,1,0,0,0
CUST072560,70,Male,South,1,1,14,Month-to-Month,Bank Transfer,DSL,85.39,1145.29,36,9.59,1,1,1,0,0
CUST940147,71,Female,North,1,0,72,Month-to-Month,Bank Transfer,Fiber Optic,106.23,7668.7,33,26.8,2,1,0,0,0
CUST654779,71,Female,South,1,1,8,One Year,Electronic Check,DSL,49.87,412.88,43,19.31,2,1,1,0,0
CUST744564,20,Male,South,0,1,11,Month-to-Month,Electronic Check,DSL,120.0,1243.84,46,7.49,3,1,1,0,1
CUST940562,33,Other,South,0,0,72,Month-to-Month,Bank Transfer,None,59.44,4351.27,48,2.16,2,1,1,0,0
CUST667280,40,Male,North,0,1,49,Two Year,Mailed Check,Fiber Optic,65.49,3176.65,56,9.81,0,1,0,1,0
CUST321230,74,Male,South,1,0,1,One Year,Bank Transfer,None,72.16,0.0,35,54.9,1,0,1,1,1
CUST531146,28,Female,West,0,1,70,Month-to-Month,Credit Card,None,49.23,3509.83,42,17.0,0,1,0,1,1
CUST215760,29,Female,West,0,0,7,Month-to-Month,Bank Transfer,DSL,52.5,398.01,53,22.61,2,1,1,1,0
CUST330954,27,Female,West,0,1,36,Month-to-Month,Bank Transfer,None,57.39,2053.36,42,2.51,2,1,1,1,0
CUST470263,49,Female,North,0,1,24,Month-to-Month,Bank Transfer,DSL,35.64,857.71,39,,3,1,1,0,1
CUST243916,33,Female,North,0,1,23,Month-to-Month,Bank Transfer,None,44.51,1017.85,45,0.17,1,0,0,0,0
CUST030120,25,Female,West,0,1,37,Month-to-Month,Bank Transfer,Fiber Optic,63.07,2254.22,42,23.78,2,1,1,1,0
CUST408241,55,Male,West,0,1,6,Month-to-Month,Bank Transfer,Fiber Optic,54.84,259.11,48,3.28,2,1,0,0,1
CUST532134,29,Male,West,0,0,5,Month-to-Month,Mailed Check,Fiber Optic,48.79,291.54,37,11.7,2,1,0,0,0
CUST702363,41,Male,East,0,1,31,Two Year,Bank Transfer,Fiber Optic,90.63,2830.16,54,4.16,1,1,0,1,0
CUST881601,45,Male,West,0,1,10,Month-to-Month,Electronic Check,Fiber Optic,21.22,258.0,62,1.74,1,1,0,0,0
CUST846334,70,Female,South,1,1,72,Month-to-Month,Bank Transfer,None,79.63,5793.68,58,3.41,4,0,1,0,0
CUST181743,25,Male,East,0,1,18,Month-to-Month,Mailed Check,None,68.77,1072.49,51,7.69,0,0,0,1,0
CUST051141,75,Male,East,1,0,3,Month-to-Month,Credit Card,Fiber Optic,72.08,195.86,39,30.26,4,1,0,0,0
CUST586572,45,Male,North,0,0,34,Two Year,Electronic Check,Fiber Optic,34.31,1108.63,52,5.91,2,1,0,1,0
CUST611308,53,Female,South,0,0,10,Month-to-Month,Bank Transfer,DSL,51.12,504.83,47,0.69,0,0,1,1,0
CUST061879,43,Female,North,0,1,4,Two Year,Bank Transfer,Fiber Optic,74.79,206.54,44,0.29,1,1,0,0,0
CUST032093,25,Female,North,0,0,16,Month-to-Month,Electronic Check,Fiber Optic,51.48,853.59,46,2.83,1,1,1,0,0
CUST008092,75,Female,South,1,1,72,Two Year,Bank Transfer,Fiber Optic,372.39,26845.4,49,0.64,0,0,1,1,0
CUST683943,67,Female,North,1,0,15,Month-to-Month,Mailed Check,Fiber Optic,58.27,987.73,63,5.57,0,1,1,1,0
CUST148191,45,Female,South,0,0,12,Month-to-Month,Bank Transfer,DSL,60.23,717.69,39,5.82,1,1,1,1,0
CUST105450,45,Male,South,0,0,17,Month-to-Month,Credit Card,DSL,83.23,1448.79,53,42.97,2,1,0,0,1
CUST822261,54,Female,North,0,0,1,Month-to-Month,Mailed Check,DSL,93.4,141.91,47,4.39,1,1,0,0,0
CUST518812,58,Female,West,0,1,4,One Year,Bank Transfer,Fiber Optic,68.45,359.75,61,10.96,3,1,0,1,0
CUST936199,53,Female,North,0,0,56,Month-to-Month,Credit Card,DSL,75.92,4195.01,48,20.5,0,1,0,1,0
CUST485908,44,Female,East,0,0,72,One Year,Electronic Check,Fiber Optic,91.39,6624.94,57,8.63,1,1,1,0,0
CUST921355,71,Female,North,1,0,5,Month-to-Month,Mailed Check,DSL,60.3,321.39,50,14.31,2,0,1,0,1
CUST026511,34,Female,South,0,1,23,Month-to-Month,Bank Transfer,DSL,78.54,1725.54,46,43.98,3,1,0,1,1
CUST253969,26,Female,East,0,1,72,Month-to-Month,Bank Transfer,DSL,29.51,2148.06,38,4.7,2,1,1,0,0
CUST778877,50,Male,South,0,0,5,One Year,Electronic Check,DSL,50.94,291.76,38,0.93,0,1,1,1,0
CUST621740,70,Female,West,1,1,6,Month-to-Month,Electronic Check,DSL,107.85,562.79,48,6.75,2,0,0,0,1
CUST122320,37,Male,West,0,0,72,Month-to-Month,Mailed Check,Fiber Optic,90.61,6520.0,46,9.33,0,0,1,0,1
CUST714264,30,Female,East,0,0,36,Month-to-Month,Mailed Check,DSL,85.89,3096.12,44,10.41,0,0,0,1,1
CUST317704,45,Female,West,0,1,4,Two Year,Mailed Check,DSL,42.85,173.77,39,16.1,1,1,1,0,0
CUST093319,65,Male,West,1,0,15,One Year,Bank Transfer,None,26.91,434.96,59,27.4,1,0,1,1,0
CUST979981,46,Female,North,0,1,1,Month-to-Month,Bank Transfer,DSL,41.04,11.06,45,8.32,2,0,1,0,0
CUST093758,30,Male,North,0,0,17,Month-to-Month,Mailed Check,Fiber Optic,67.58,1094.16,46,1.86,3,1,0,1,0
CUST146903,63,Female,West,1,1,45,Month-to-Month,Bank Transfer,None,78.28,3546.93,37,6.2,1,0,1,0,0
CUST942842,52,Male,West,0,0,24,Month-to-Month,Electronic Check,Fiber Optic,104.6,2589.03,49,2.03,1,1,0,0,0
CUST307286,23,Female,North,0,1,31,One Year,Credit Card,Fiber Optic,34.88,1156.09,45,2.42,1,1,0,1,0
CUST555259,35,Male,West,0,1,11,Month-to-Month,Bank Transfer,DSL,50.83,678.66,51,0.02,0,0,0,1,0
CUST838264,68,Female,West,1,0,5,Month-to-Month,Mailed Check,Fiber Optic,105.82,510.56,32,31.86,1,1,1,1,0
CUST620748,22,Male,South,0,1,1,One Year,Bank Transfer,Fiber Optic,25.26,16.87,47,16.41,0,1,0,0,0
CUST011171,64,Female,West,1,0,51,Month-to-Month,Electronic Check,DSL,70.48,3487.12,34,1.27,1,0,0,1,0
CUST233355,42,Female,East,0,1,30,Month-to-Month,Mailed Check,DSL,20.0,569.22,53,30.32,0,1,0,1,1
CUST805387,19,Other,South,0,0,7,Month-to-Month,Credit Card,Fiber Optic,56.31,315.15,41,24.52,1,0,1,0,0
CUST427547,27,Female,East,0,0,16,Month-to-Month,Mailed Check,DSL,361.83,5772.01,48,28.88,1,0,0,0,0
CUST399352,73,Female,West,1,1,48,Two Year,Mailed Check,Fiber Optic,78.73,3847.19,49,1.23,2,0,1,0,0
CUST124704,47,Male,North,0,0,23,Two Year,Mailed Check,Fiber Optic,98.12,2309.98,45,1.0,1,0,1,1,0
CUST024243,67,Male,South,1,1,10,Month-to-Month,Bank Transfer,DSL,78.64,769.97,51,0.84,0,1,0,1,0
CUST129590,62,Male,North,1,0,9,Month-to-Month,Credit Card,DSL,78.22,675.24,37,40.91,4,1,1,1,1
CUST467080,22,Female,South,0,0,7,Month-to-Month,Electronic Check,DSL,24.2,128.79,35,12.96,3,0,1,0,0
CUST625566,72,Female,North,1,1,52,Month-to-Month,Bank Transfer,Fiber Optic,116.63,6107.83,50,2.35,0,0,1,0,1
CUST746886,73,Male,South,1,1,26,Two Year,Credit Card,DSL,105.76,2734.09,51,31.77,1,1,0,0,0
CUST608292,50,Female,South,0,0,37,Month-to-Month,Credit Card,Fiber Optic,46.34,1727.89,51,7.03,3,1,0,0,0
CUST350859,71,Female,East,1,0,59,Two Year,Bank Transfer,Fiber Optic,103.29,6127.36,45,18.47,2,0,1,1,0
CUST837734,18,Female,North,0,0,72,One Year,Mailed Check,Fiber Optic,91.61,6632.66,40,12.13,1,1,1,0,0
CUST579321,35,Male,East,0,0,8,Two Year,Credit Card,DSL,81.35,511.51,51,12.59,1,1,1,0,0
CUST968046,49,Male,East,0,0,5,One Year,Electronic Check,Fiber Optic,70.32,379.62,39,6.95,0,1,1,0,0
CUST312170,64,Female,North,1,0,18,One Year,Bank Transfer,DSL,62.48,,54,,7,0,1,1,0
CUST892477,66,Female,South,1,1,1,One Year,Credit Card,DSL,108.5,18.36,47,2.12,2,1,0,1,0
CUST624455,28,Male,East,0,1,47,Two Year,Electronic Check,DSL,68.37,3282.62,46,0.88,2,0,0,0,0
CUST191634,38,Female,North,0,0,64,Month-to-Month,Electronic Check,Fiber Optic,76.81,4925.48,46,31.57,1,1,1,0,0
CUST220212,43,Female,South,0,0,34,Two Year,Electronic Check,None,106.43,3541.03,47,33.1,0,1,0,0,0
CUST697292,42,Female,East,0,0,9,One Year,Electronic Check,DSL,94.07,817.5,53,12.3,0,1,0,0,0
CUST537430,39,Female,East,0,1,3,Month-to-Month,Bank Transfer,Fiber Optic,34.12,91.85,53,5.89,0,0,0,1,0
CUST780181,44,Male,East,0,1,14,Two Year,Electronic Check,DSL,50.39,836.1,37,0.3,1,1,0,0,0
CUST843077,66,Male,South,1,1,53,Two Year,Bank Transfer,Fiber Optic,44.44,2311.7,54,7.12,1,1,0,1,0
CUST656798,30,Female,East,0,1,12,Two Year,Electronic Check,DSL,76.13,879.07,39,12.91,3,0,0,1,0
CUST688882,50,Male,South,0,1,1,Month-to-Month,Electronic Check,Fiber Optic,52.95,61.94,44,4.29,5,0,1,1,0
CUST332726,51,Male,West,0,0,9,Two Year,Bank Transfer,Fiber Optic,55.45,606.09,47,5.03,1,0,0,1,1
CUST496156,58,Male,East,0,0,72,One Year,Mailed Check,Fiber Optic,59.14,4246.38,49,7.67,2,0,0,0,0
CUST571086,52,Male,West,0,1,33,One Year,Credit Card,DSL,74.27,2428.69,56,8.2,2,0,0,0,0
CUST122245,18,Male,North,0,0,69,Two Year,Credit Card,Fiber Optic,58.47,4043.62,46,16.3,2,0,0,0,0
CUST483696,38,Male,East,0,1,44,Month-to-Month,Bank Transfer,Fiber Optic,89.21,3908.69,55,8.31,1,1,0,0,0
CUST477217,65,Male,North,1,1,23,Month-to-Month,Electronic Check,DSL,37.74,850.69,55,22.39,1,0,1,1,0
CUST371579,72,Male,North,1,1,4,One Year,Bank Transfer,DSL,28.0,160.12,58,,0,0,1,1,1
CUST044250,23,Female,North,0,0,12,Month-to-Month,Electronic Check,None,48.69,559.42,39,0.39,3,1,0,0,0
CUST589268,45,Female,West,0,1,26,One Year,Bank Transfer,None,39.58,1011.55,50,1.83,1,1,0,0,0
CUST687593,34,Female,South,0,1,61,Month-to-Month,Credit Card,DSL,66.39,4100.0,54,15.2,1,1,0,0,0
CUST811287,22,Male,West,0,1,9,Month-to-Month,Bank Transfer,Fiber Optic,55.01,423.61,41,7.21,2,1,1,1,0
CUST551117,48,Male,West,0,1,3,Month-to-Month,Credit Card,Fiber Optic,32.53,80.25,40,7.42,3,0,1,1,1
CUST352337,22,Female,North,0,1,24,Month-to-Month,Credit Card,None,32.06,686.23,45,45.8,1,1,0,1,1
CUST044043,55,Female,East,0,0,5,Month-to-Month,Credit Card,None,69.57,322.92,42,10.17,1,0,0,1,1
CUST724071,20,Female,South,0,0,28,Month-to-Month,Bank Transfer,Fiber Optic,87.52,2433.02,43,1.49,0,1,1,1,0
CUST294013,70,Male,North,1,0,9,Month-to-Month,Mailed Check,DSL,47.36,409.52,47,6.82,3,0,0,1,1
CUST842090,40,Female,South,0,0,7,Two Year,Bank Transfer,Fiber Optic,62.82,420.2,54,9.89,1,0,1,1,0
CUST185939,54,Male,West,0,1,15,Two Year,Bank Transfer,Fiber Optic,48.95,748.24,38,0.46,2,0,1,1,0
CUST930086,70,Male,South,1,1,26,Month-to-Month,Mailed Check,None,61.21,1535.5,44,5.44,0,0,0,1,1
CUST603598,54,Female,South,0,0,23,One Year,Mailed Check,DSL,109.06,2527.78,42,41.24,2,1,0,1,1
CUST939493,27,Female,East,0,0,8,Month-to-Month,Credit Card,Fiber Optic,120.0,934.69,48,16.7,5,0,1,0,0
CUST987998,27,Male,North,0,0,66,Month-to-Month,Electronic Check,Fiber Optic,53.84,3591.47,49,5.59,2,1,1,0,0
CUST620896,36,Male,South,0,1,3,Two Year,Electronic Check,DSL,52.22,153.53,44,3.65,0,0,1,0,0
CUST735261,34,Female,South,0,0,1,Month-to-Month,Credit Card,Fiber Optic,75.8,46.21,41,3.99,5,1,1,0,0
CUST857737,38,Male,West,0,0,27,Month-to-Month,Bank Transfer,DSL,68.01,1770.84,50,21.15,1,1,0,0,0
CUST345922,31,Male,West,0,0,3,Month-to-Month,Electronic Check,Fiber Optic,82.03,260.92,50,6.16,3,1,0,0,1
CUST457581,26,Male,South,0,0,21,Two Year,Bank Transfer,Fiber Optic,61.88,1289.84,35,22.23,2,0,0,0,0
CUST053323,63,Female,North,1,1,72,Month-to-Month,Mailed Check,None,60.45,4425.39,46,28.73,2,1,1,1,1
CUST072315,18,Male,South,0,0,35,One Year,Mailed Check,None,76.04,2738.31,40,7.49,3,1,0,1,0
CUST591726,68,Other,South,1,0,28,Month-to-Month,Credit Card,DSL,71.05,1965.21,36,34.86,3,0,0,1,0
CUST419844,62,Female,East,1,0,25,Month-to-Month,Bank Transfer,DSL,52.95,1205.86,36,4.28,2,1,0,1,0
CUST888052,30,Other,North,0,1,5,Two Year,Credit Card,Fiber Optic,68.1,384.81,40,3.61,0,0,1,1,0
CUST772813,21,Female,East,0,1,17,Month-to-Month,Electronic Check,Fiber Optic,68.16,1132.18,46,1.36,3,0,1,0,0
CUST540701,18,Male,North,0,0,12,One Year,Electronic Check,Fiber Optic,20.0,222.5,40,3.39,2,0,0,0,0
CUST367270,66,Male,North,1,0,72,One Year,Electronic Check,DSL,63.57,4636.96,40,17.78,3,0,1,0,0
CUST457774,57,Male,North,0,1,8,Month-to-Month,Bank Transfer,Fiber Optic,87.58,,42,6.21,0,1,1,1,0
CUST074530,49,Male,East,0,0,19,Month-to-Month,Credit Card,Fiber Optic,54.04,1069.07,59,1.92,0,0,1,0,0
CUST733557,51,Female,East,0,1,72,One Year,Credit Card,DSL,46.4,3393.91,52,1.36,2,1,1,0,0
CUST802042,45,Male,East,0,0,46,Month-to-Month,Electronic Check,DSL,46.5,2130.38,46,8.09,1,1,1,1,0
CUST775748,48,Male,West,0,0,72,Month-to-Month,Credit Card,None,73.21,5305.68,43,9.3,1,1,0,1,0
CUST136338,25,Male,East,0,1,28,Month-to-Month,Mailed Check,Fiber Optic,40.33,1134.57,40,18.99,1,1,1,1,0
CUST726813,56,Female,West,0,1,12,Two Year,Mailed Check,None,70.95,878.39,53,15.06,1,1,1,1,0
CUST494193,43,Male,West,0,1,52,Two Year,Mailed Check,Fiber Optic,68.97,,34,2.19,3,1,1,0,0
CUST387882,75,Male,West,1,0,10,Two Year,Mailed Check,DSL,31.65,384.57,54,3.89,1,0,1,1,0
CUST207345,51,Male,South,0,1,5,Month-to-Month,Credit Card,Fiber Optic,88.64,379.13,56,14.2,2,0,1,1,1
CUST069974,71,Female,South,1,1,36,One Year,Mailed Check,DSL,96.29,3444.8,41,2.39,1,1,0,0,0
CUST263974,71,Female,South,1,1,30,Month-to-Month,Mailed Check,Fiber Optic,71.29,2134.1,52,19.51,2,0,1,1,0
CUST018646,20,Male,West,0,1,63,Month-to-Month,Mailed Check,DSL,65.97,4161.89,55,12.85,0,0,0,0,0
CUST439698,67,Male,West,1,0,72,Two Year,Mailed Check,Fiber Optic,52.48,3714.36,56,9.22,1,0,0,0,0
CUST874006,29,Male,North,0,1,58,Two Year,Mailed Check,Fiber Optic,53.44,3062.39,52,12.4,2,1,0,1,0
CUST378639,18,Male,West,0,1,1,Two Year,Bank Transfer,DSL,54.17,56.02,49,1.26,0,1,0,1,0
CUST690987,71,Female,South,1,0,32,Month-to-Month,Bank Transfer,DSL,83.58,2647.46,37,9.53,2,0,0,0,0
CUST206516,61,Female,West,1,1,46,Two Year,Mailed Check,Fiber Optic,79.32,3562.94,47,7.2,1,0,0,1,0
CUST807688,22,Male,West,0,0,72,Two Year,Mailed Check,None,20.0,1421.77,34,8.63,0,1,0,1,0
CUST672599,47,Female,North,0,0,14,Month-to-Month,Credit Card,Fiber Optic,27.96,330.76,39,4.94,2,0,1,0,0
CUST782583,47,Male,West,0,1,5,Month-to-Month,Mailed Check,Fiber Optic,44.29,251.51,47,7.58,1,0,1,0,0
CUST353844,74,Female,East,1,0,57,Month-to-Month,Electronic Check,DSL,53.38,3057.18,65,25.77,2,0,1,0,0
CUST638765,34,Female,North,0,0,11,Month-to-Month,Bank Transfer,DSL,75.78,878.59,39,5.07,1,1,1,0,0
CUST346021,65,Male,West,1,1,27,Two Year,Mailed Check,Fiber Optic,51.52,1401.4,54,0.55,1,1,0,0,0
CUST631314,64,Female,West,1,1,14,Month-to-Month,Bank Transfer,Fiber Optic,75.47,1002.95,54,3.56,3,0,1,1,0
CUST813140,40,Male,North,0,1,15,One Year,Mailed Check,Fiber Optic,104.91,,39,7.27,2,1,1,1,0
CUST053666,32,Male,West,0,1,39,One Year,Electronic Check,Fiber Optic,50.44,2024.21,54,9.15,2,0,1,0,0
CUST051447,54,Male,South,0,0,13,One Year,Mailed Check,Fiber Optic,42.12,526.29,45,6.69,2,1,1,1,0
CUST756099,38,Male,East,0,1,35,Month-to-Month,Bank Transfer,DSL,36.82,1177.23,49,21.03,2,0,1,1,1
CUST430007,31,Female,East,0,1,1,Two Year,Bank Transfer,DSL,39.13,117.51,31,29.61,0,1,1,1,0
CUST411106,19,Female,South,0,0,11,Month-to-Month,Bank Transfer,DSL,78.86,896.31,43,8.01,0,1,1,0,0
CUST994466,28,Female,West,0,1,11,Two Year,Credit Card,DSL,83.96,1001.27,42,0.95,3,1,0,0,0
CUST139165,68,Female,West,1,0,41,Two Year,Bank Transfer,None,80.67,3328.74,50,6.56,1,0,1,1,0
CUST919090,56,Female,East,0,0,11,Month-to-Month,Mailed Check,Fiber Optic,38.77,459.69,35,2.4,1,1,0,1,1
CUST455470,55,Male,West,0,1,30,Two Year,Electronic Check,Fiber Optic,55.41,1636.99,56,4.0,3,1,0,0,0
CUST157250,51,Female,East,0,1,34,Month-to-Month,Electronic Check,None,55.49,1922.26,46,21.47,2,0,0,0,0
CUST801971,55,Male,East,0,0,32,One Year,Mailed Check,None,107.91,3549.95,56,9.2,1,1,0,0,0
CUST702035,67,Female,South,1,0,27,One Year,Credit Card,Fiber Optic,72.4,1996.29,38,21.16,2,1,1,0,0
CUST630452,51,Female,East,0,1,16,One Year,Mailed Check,None,67.76,1066.36,55,50.91,1,1,0,1,0
CUST952474,35,Male,West,0,0,14,Month-to-Month,Bank Transfer,DSL,71.95,941.78,52,9.46,4,1,0,1,0
CUST287437,47,Female,West,0,0,24,Two Year,Credit Card,None,54.26,1359.57,47,29.2,1,0,0,1,0
CUST616805,32,Female,North,0,1,1,One Year,Mailed Check,DSL,75.08,78.0,49,13.8,0,1,1,0,0
CUST540986,44,Female,West,0,1,62,Month-to-Month,Credit Card,Fiber Optic,53.04,3293.52,47,1.29,0,1,0,1,0
CUST955944,68,Male,North,1,1,52,One Year,Electronic Check,DSL,100.69,5137.06,53,6.49,0,1,1,1,0
CUST867507,51,Male,East,0,1,12,One Year,Mailed Check,None,43.22,416.0,46,12.91,3,1,1,0,0
CUST356647,69,Male,West,1,1,25,One Year,Mailed Check,DSL,69.72,1747.36,45,14.66,1,0,1,1,0
CUST186701,74,Male,South,1,1,72,Month-to-Month,Electronic Check,Fiber Optic,81.76,5841.79,44,23.65,3,0,0,0,0
CUST862514,55,Male,South,0,0,9,Month-to-Month,Credit Card,Fiber Optic,63.0,577.47,39,12.17,1,1,1,1,0
CUST378105,50,Female,South,0,1,40,Month-to-Month,Electronic Check,Fiber Optic,68.18,2774.67,41,1.13,3,1,0,1,0
CUST954215,41,Male,East,0,0,2,Month-to-Month,Credit Card,Fiber Optic,59.97,91.59,50,1.84,0,1,1,0,0
CUST169723,32,Female,East,0,0,22,Two Year,Mailed Check,Fiber Optic,42.17,939.47,52,4.78,0,1,1,0,0
CUST474270,47,Female,North,0,0,64,Month-to-Month,Credit Card,Fiber Optic,108.35,6928.57,48,4.18,4,0,1,0,0
CUST683991,72,Female,South,1,1,24,Month-to-Month,Credit Card,DSL,56.04,1492.46,53,3.01,4,1,0,0,0
CUST470562,59,Male,North,0,0,28,Two Year,Bank Transfer,DSL,32.36,879.65,46,11.53,3,1,1,1,0
CUST114456,68,Female,North,1,0,71,Month-to-Month,Bank Transfer,DSL,46.92,3296.66,47,6.74,0,1,0,1,0
CUST352430,34,Female,West,0,1,37,Month-to-Month,Bank Transfer,None,98.22,3611.34,42,13.86,0,1,0,1,0
CUST827203,22,Male,West,0,1,35,One Year,Electronic Check,Fiber Optic,120.0,4258.22,42,5.87,1,1,0,0,0
CUST638831,46,Male,South,0,1,26,Two Year,Electronic Check,DSL,74.29,1906.84,61,3.84,1,1,1,0,0
CUST245646,21,Female,East,0,0,30,Two Year,Bank Transfer,Fiber Optic,84.74,2579.31,42,9.59,0,1,0,0,0
CUST572836,27,Male,West,0,0,48,Two Year,Mailed Check,Fiber Optic,111.16,5337.52,43,1.22,3,1,1,0,0
CUST170294,73,Male,East,1,1,72,Month-to-Month,Mailed Check,DSL,40.98,2953.41,52,53.75,1,0,0,0,0
CUST407956,34,Male,North,0,0,47,Two Year,Mailed Check,Fiber Optic,74.81,3596.02,57,12.79,2,0,1,0,0
CUST867585,27,Male,North,0,1,36,Month-to-Month,Electronic Check,DSL,110.67,,40,1.56,0,1,0,1,1
CUST059338,34,Female,North,0,0,4,Month-to-Month,Credit Card,Fiber Optic,85.98,350.57,51,11.69,0,1,0,0,0
CUST067607,37,Male,North,0,1,50,Month-to-Month,Electronic Check,Fiber Optic,58.19,2944.49,41,0.93,0,1,0,1,0
CUST904117,41,Female,South,0,1,39,Month-to-Month,Bank Transfer,DSL,74.04,2907.35,47,8.47,2,0,0,1,0
CUST678801,22,Female,North,0,0,44,Month-to-Month,Credit Card,None,111.57,4835.61,44,4.12,0,0,1,0,0
CUST787850,51,Female,West,0,1,7,One Year,Mailed Check,DSL,68.78,424.52,42,14.48,2,0,0,0,0
CUST809614,23,Female,North,0,0,70,One Year,Electronic Check,DSL,41.91,2947.41,51,8.01,1,1,0,0,0
CUST287388,70,Female,East,1,0,3,Month-to-Month,Electronic Check,None,80.29,124.1,40,18.49,2,1,0,0,0
CUST848264,19,Male,West,0,1,8,One Year,Bank Transfer,DSL,42.41,312.83,55,3.13,2,1,1,1,1
CUST664536,30,Female,East,0,0,32,One Year,Mailed Check,DSL,46.64,1431.05,39,12.81,0,1,0,1,0
CUST498574,60,Female,East,1,0,33,Month-to-Month,Electronic Check,DSL,53.37,1770.81,47,13.97,1,1,1,0,0
CUST398196,60,Female,South,1,0,11,Month-to-Month,Electronic Check,Fiber Optic,64.53,702.02,46,7.79,0,0,1,1,0
CUST757188,65,Female,South,1,0,36,Month-to-Month,Credit Card,DSL,43.86,1597.97,45,23.45,3,0,0,1,0
CUST730215,28,Male,East,0,0,14,Month-to-Month,Electronic Check,Fiber Optic,75.27,1010.37,44,1.9,2,0,0,1,0
CUST055129,68,Male,East,1,1,1,Two Year,Credit Card,DSL,56.32,69.59,50,17.05,1,1,0,1,0
CUST791467,64,Female,North,1,1,5,Month-to-Month,Electronic Check,DSL,85.47,427.53,52,1.7,2,1,1,1,0
CUST814806,74,Male,West,1,0,64,Month-to-Month,Mailed Check,Fiber Optic,66.02,4182.52,49,2.05,6,1,1,1,0
CUST101600,40,Female,North,0,0,7,Month-to-Month,Bank Transfer,DSL,61.15,482.79,38,2.7,0,1,1,1,0
CUST783220,72,Male,South,1,1,3,Two Year,Mailed Check,Fiber Optic,62.14,221.38,38,12.98,3,1,0,1,0
CUST845728,33,Male,South,0,1,34,Month-to-Month,Bank Transfer,Fiber Optic,101.5,3419.01,45,12.23,1,0,1,1,0
CUST169627,48,Male,North,0,1,17,One Year,Electronic Check,None,87.06,1440.65,56,7.08,2,0,0,0,0
CUST515753,28,Male,West,0,1,47,Month-to-Month,Mailed Check,DSL,29.28,1422.61,49,4.53,2,1,1,0,1
CUST160901,71,Female,East,1,1,59,Two Year,Credit Card,Fiber Optic,52.52,3017.87,34,11.38,3,0,0,0,0
CUST974189,33,Male,North,0,0,56,Two Year,Bank Transfer,DSL,67.41,3710.28,37,1.87,1,0,0,0,0
CUST352998,25,Other,South,0,0,11,Month-to-Month,Bank Transfer,Fiber Optic,20.0,,46,11.89,2,1,1,1,0
CUST295321,21,Female,West,0,0,21,Two Year,Electronic Check,None,75.72,1680.87,34,0.14,1,1,1,1,0
CUST358659,57,Male,South,0,1,31,One Year,Bank Transfer,None,43.79,1327.17,54,1.87,0,1,1,0,0
CUST047610,21,Female,West,0,1,11,Two Year,Bank Transfer,DSL,46.63,488.44,53,14.77,3,1,0,0,0
CUST088346,73,Female,West,1,1,1,Two Year,Bank Transfer,DSL,47.45,36.47,46,24.85,1,1,1,1,1
CUST620290,42,Female,West,0,0,20,Month-to-Month,Electronic Check,Fiber Optic,96.47,1905.8,48,0.94,2,1,0,1,0
CUST837681,20,Male,North,0,1,1,Month-to-Month,Mailed Check,DSL,80.23,58.86,53,12.22,2,1,0,0,0
CUST500663,49,Female,North,0,1,72,Two Year,Electronic Check,Fiber Optic,53.74,3838.28,46,0.77,0,0,0,0,0
